DaysSinceRecentOrder,Nb Orders,Amount Orders,Avg Amount Orders,Nb items,Avg Nb items,Avg item amount,PayMeth_Bancontact,PayMeth_Ideal,PayMeth_Klarna,PayMeth_Pay Later,PayMeth_shopify payments,Always Discount,Never Discount,Max Discount Percentage,Same SKU more than once,Email Marketing Consent,Accepts Marketing,click,open,Days since First Active,Days since Last Active,Recent City_amsterdam,Recent City_den haag,Recent City_haarlem,Recent City_rotterdam,Recent City_utrecht,Recent Country_be,Recent Country_de,Recent Country_nl,cluster
244,1,58.95,58.95,1,1.0,58.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,244,18,False,False,False,False,False,False,False,True,2
387,1,109.8,54.9,2,1.0,27.45,0,1,0,0,0,0,1,0.0,0,2,0,0,1,536,252,False,False,False,False,False,False,False,True,2
387,2,491.97,98.39,7,1.0,30.39,0,1,0,0,0,1,0,0.21,1,1,0,1,1,714,-5,False,False,False,False,False,False,False,True,4
167,1,356.24,178.12,7,4.0,31.95,0,0,1,0,0,1,0,0.25,0,0,0,1,1,167,141,False,False,False,False,False,False,False,True,1
182,1,35.05,35.05,1,1.0,38.95,0,0,1,0,0,1,0,0.11,0,1,1,1,1,237,22,False,False,False,False,False,False,False,True,1
387,1,258.81,86.27,3,1.0,31.4,0,1,0,0,0,1,0,0.09,0,1,0,1,1,627,387,False,False,False,False,False,False,False,True,3
387,1,28.95,28.95,1,1.0,28.95,1,0,0,0,0,0,1,0.0,0,0,0,1,1,812,142,False,False,False,False,False,True,False,False,0
76,1,57.9,57.9,2,2.0,28.95,0,0,0,0,1,0,1,0.0,0,0,0,0,1,76,30,True,False,False,False,False,False,False,True,2
258,2,156.69,52.23,4,1.0,28.66,0,1,0,0,1,1,0,0.23,0,0,0,0,1,569,208,False,False,False,False,False,False,False,True,3
194,1,55.96,55.96,1,1.0,55.96,0,0,0,0,1,0,1,0.0,0,2,0,1,1,194,0,True,False,False,False,False,False,False,True,2
94,1,409.89,136.63,6,2.0,33.28,0,0,0,0,1,1,0,0.46,0,2,0,1,1,102,15,False,False,False,False,False,False,False,True,1
387,1,54.32,54.32,2,2.0,31.12,0,1,0,0,0,1,0,0.15,0,2,0,0,1,748,-1,False,False,False,False,False,False,False,True,3
100,1,111.98,55.99,3,2.0,27.95,0,0,0,0,1,1,0,0.46,0,2,0,1,1,99,1,False,False,False,False,False,False,False,True,1
239,1,36.95,36.95,1,1.0,36.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,239,40,False,False,False,False,False,False,False,True,2
387,2,951.54,135.93,9,1.0,31.78,0,1,0,0,0,1,0,0.09,1,1,0,1,1,739,2,False,False,False,False,False,False,False,True,4
60,1,199.36,99.68,2,1.0,55.38,0,0,1,0,0,1,0,0.11,0,1,1,1,1,62,-2,False,False,False,False,False,True,False,False,1
387,1,237.21,79.07,3,1.0,28.78,0,0,0,1,0,1,0,0.09,0,0,0,0,1,731,387,False,False,False,False,False,False,False,True,3
377,1,226.44,113.22,4,2.0,31.19,0,1,0,0,0,1,0,0.1,0,0,0,1,1,403,377,False,False,False,False,False,False,False,True,3
256,1,35.05,35.05,1,1.0,38.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,256,1,False,False,False,False,False,False,False,True,1
190,1,109.44,54.72,2,1.0,27.36,0,0,0,0,1,0,1,0.0,0,2,0,0,1,190,0,False,False,False,False,False,False,False,True,2
387,1,120.42,60.21,2,1.0,33.17,0,1,0,0,0,1,0,0.1,0,0,0,1,1,533,387,False,False,False,False,False,False,False,True,3
243,1,31.14,31.14,2,2.0,15.57,0,0,1,0,0,0,1,0.0,0,1,1,0,1,243,208,False,False,False,False,False,False,False,True,2
251,1,24.25,24.25,1,1.0,26.95,0,0,1,0,0,1,0,0.11,0,1,1,1,1,251,41,False,False,False,False,False,False,False,True,1
387,1,191.6,95.8,3,2.0,33.95,0,1,0,0,0,1,0,0.05,0,0,0,0,1,531,163,False,False,False,False,False,False,False,True,3
354,1,168.92,84.46,3,2.0,31.95,0,0,0,0,1,1,0,0.11,0,0,0,1,1,354,41,False,False,False,False,False,False,False,True,1
229,1,30.55,30.55,1,1.0,33.95,0,0,1,0,0,1,0,0.11,0,1,1,0,1,229,-1,False,False,False,False,False,False,False,True,1
252,3,399.66,66.61,7,1.0,32.32,0,1,1,1,0,1,0,0.16,0,1,0,1,1,726,23,False,False,False,False,False,False,False,True,3
184,4,754.92,150.98,20,4.0,29.95,0,0,1,0,1,1,0,0.11,0,0,0,1,1,299,158,False,False,False,False,False,False,False,True,4
387,2,277.46,69.36,6,2.0,23.46,0,1,0,0,0,0,0,0.09,0,1,0,1,1,745,4,False,False,False,False,False,False,False,True,3
129,1,23.35,23.35,1,1.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,222,32,False,False,False,False,False,False,False,True,1
252,1,35.05,35.05,1,1.0,38.95,0,0,1,0,0,1,0,0.11,0,1,1,0,1,252,41,False,False,False,False,False,False,False,True,1
387,1,28.75,28.75,1,1.0,31.39,0,1,0,0,0,1,0,0.09,0,0,0,1,1,834,136,False,False,False,False,False,False,False,True,3
319,1,167.12,83.56,3,2.0,30.45,0,0,0,0,1,1,0,0.11,0,1,1,0,1,319,41,False,False,True,False,False,False,False,True,1
387,1,79.82,39.91,2,1.0,24.08,0,1,0,0,0,1,0,0.21,0,2,0,1,1,1001,252,False,False,False,False,False,False,False,True,3
387,1,95.8,47.9,2,1.0,23.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,1058,7,False,False,False,False,False,True,False,False,0
82,1,33.95,33.95,1,1.0,33.95,0,0,1,0,0,0,1,0.0,0,2,0,0,1,82,-5,False,False,False,False,False,False,False,True,2
249,1,33.95,33.95,1,1.0,33.95,0,0,1,0,0,0,1,0.0,0,2,0,0,1,249,199,False,False,False,False,False,False,False,True,2
387,1,20.35,20.35,1,1.0,23.32,0,0,0,0,0,1,0,0.15,0,2,0,1,1,1102,151,False,False,False,False,False,True,False,False,0
387,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,581,387,False,False,False,False,False,False,False,True,2
387,1,0.0,0.0,2,1.0,23.51,0,1,0,0,0,1,0,1.0,0,0,0,0,1,929,199,False,False,False,False,False,False,False,True,3
387,1,104.22,52.11,2,1.0,28.45,1,0,0,0,0,1,0,0.09,0,0,0,0,1,769,387,False,False,False,False,False,True,False,False,0
387,2,200.91000000000005,66.97,4,1.0,34.42,0,1,0,0,0,0,0,0.09,0,0,0,1,1,713,103,False,False,False,False,False,False,False,True,3
211,2,92.37,46.18,3,2.0,33.26,0,0,1,0,1,0,0,0.11,0,1,1,1,1,215,23,False,False,False,False,False,True,False,False,1
354,1,133.8,66.9,2,1.0,33.45,0,0,0,0,1,0,1,0.0,0,1,1,1,1,357,-1,False,False,False,False,False,False,False,True,2
14,1,826.5999999999999,165.32,7,1.0,29.75,0,0,1,0,0,1,0,0.25,0,2,0,0,1,14,-4,False,False,False,False,False,False,False,True,1
387,1,113.72,56.86,2,1.0,32.58,0,0,0,1,0,1,0,0.15,0,2,0,1,1,831,0,False,False,False,False,False,False,False,True,3
387,1,96.74,48.37,2,1.0,27.71,0,0,0,0,0,1,0,0.15,0,2,0,1,1,793,253,False,False,False,False,False,False,False,True,3
377,1,52.11,52.11,2,2.0,28.71,0,0,0,1,0,1,0,0.1,0,0,0,1,1,415,250,False,False,False,True,False,False,False,True,3
103,1,88.0,44.0,2,1.0,28.95,0,0,0,0,1,1,0,0.32,0,1,0,1,1,1010,2,False,False,False,False,False,True,False,False,0
387,2,168.07,56.02,4,1.0,24.62,1,0,0,0,0,0,0,0.05,1,1,1,1,1,1076,108,False,False,False,False,False,True,False,False,0
18,1,188.48,94.24,4,2.0,29.45,0,0,0,0,1,1,0,0.25,0,1,1,0,1,65,-3,False,False,False,False,False,True,False,False,1
387,1,222.84,222.84,8,8.0,30.95,0,1,0,0,0,1,0,0.11,0,1,0,0,0,524,387,False,False,False,False,False,True,False,False,0
387,1,47.53,47.53,2,2.0,27.23,0,1,0,0,0,1,0,0.15,0,2,0,0,1,1033,27,False,False,False,False,False,False,False,True,3
35,2,328.62,82.16,7,2.0,23.7,0,0,0,0,1,1,0,0.11,1,1,1,1,0,52,8,False,False,False,False,False,False,False,True,1
163,1,184.52,184.52,7,7.0,32.95,0,0,0,0,1,1,0,0.25,0,0,0,0,1,163,137,False,False,False,False,False,True,False,False,1
387,2,199.6,49.9,4,1.0,24.95,1,0,0,0,0,0,1,0.0,1,1,0,1,1,636,2,False,False,False,False,False,True,False,False,0
387,2,152.76999999999998,76.38,6,3.0,29.17,0,1,0,0,0,1,0,0.15,0,2,0,1,1,778,252,False,False,False,False,False,False,False,True,3
106,4,1875.48,117.22,23,1.0,23.86,1,0,0,0,1,0,0,0.55,0,1,0,1,1,484,22,False,False,False,False,False,True,False,False,4
97,1,116.82,58.41,2,1.0,32.45,0,0,0,0,1,1,0,0.11,0,1,1,0,1,107,2,False,False,False,False,False,True,False,False,1
387,1,563.22,187.74,8,3.0,25.95,1,0,0,0,0,1,0,0.11,0,2,0,0,1,1008,22,False,False,False,False,False,True,False,False,0
205,1,85.8,42.9,2,1.0,21.45,0,0,0,0,1,0,1,0.0,0,1,1,1,1,235,7,False,False,False,False,False,True,False,False,1
334,1,32.95,32.95,1,1.0,32.95,0,0,0,0,1,0,1,0.0,0,2,0,0,0,334,208,False,False,False,False,False,True,False,False,2
387,2,892.28,111.54,8,1.0,28.58,0,1,0,0,0,1,0,0.08,0,2,0,1,1,611,2,False,False,False,False,False,False,False,True,3
387,1,495.6,165.2,9,3.0,22.88,0,1,0,0,0,1,0,0.09,0,0,0,1,1,674,249,True,False,False,False,False,False,False,True,3
387,3,161.64,53.88,7,2.0,25.18,1,0,0,0,0,1,0,0.15,1,1,1,1,1,1024,16,False,False,False,False,False,True,False,False,0
387,2,1078.29,179.72,13,2.0,30.35,1,0,0,0,0,1,0,0.11,1,0,0,1,1,822,387,False,False,False,False,False,True,False,False,0
97,1,46.71,46.71,2,2.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,97,25,False,False,False,False,False,False,False,True,1
105,1,284.43,94.81,5,2.0,28.95,0,0,0,0,1,1,0,0.55,0,0,0,1,1,105,78,False,False,False,False,False,False,False,True,1
387,4,527.69,65.96,10,1.0,28.32,0,1,0,0,0,0,0,0.23,1,1,0,1,1,636,0,False,False,False,False,False,False,False,True,4
33,1,69.95,69.95,1,1.0,69.95,0,0,0,0,1,0,1,0.0,0,2,0,0,1,33,2,False,False,False,False,False,False,False,True,2
387,1,1099.84,274.96,10,2.0,30.45,0,1,0,0,0,1,0,0.1,0,0,0,0,1,524,387,False,False,False,False,False,False,False,True,3
387,1,121.8,60.9,2,1.0,30.45,0,1,0,0,0,0,1,0.0,0,0,0,0,1,697,122,False,False,False,False,False,False,False,True,2
67,1,32.95,32.95,1,1.0,32.95,0,0,0,0,1,0,1,0.0,0,0,0,1,1,67,40,False,False,False,False,False,False,False,True,2
170,3,1206.66,150.83,17,2.0,27.43,0,1,0,0,1,1,0,0.25,1,0,0,1,1,767,103,False,False,False,False,False,False,False,True,4
26,2,209.59,69.86,4,1.0,36.28,0,0,1,0,0,0,0,0.16,0,1,1,1,1,226,0,False,False,False,False,False,False,False,True,1
387,1,209.55,69.85,3,1.0,23.28,1,0,0,0,0,0,1,0.0,0,2,0,0,0,437,387,False,False,False,False,False,True,False,False,0
136,2,532.14,106.43,6,1.0,39.35,0,0,0,0,1,1,0,0.11,1,1,1,1,1,267,7,False,False,False,False,False,True,False,False,1
42,1,24.25,24.25,1,1.0,26.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,42,1,False,False,False,True,False,False,False,True,1
228,3,193.1,48.28,4,1.0,31.95,0,0,1,1,0,0,0,0.11,1,0,0,1,1,614,172,False,False,False,False,False,False,False,True,4
188,1,28.95,28.95,1,1.0,28.95,0,0,0,0,1,0,1,0.0,0,0,0,0,1,188,78,False,False,False,False,False,False,False,True,2
387,1,36.95,36.95,1,1.0,36.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,607,387,False,False,False,False,True,False,False,True,2
387,1,168.82,84.41,3,2.0,29.45,0,1,0,0,0,1,0,0.05,0,0,0,0,0,712,387,False,False,False,False,False,False,False,True,3
248,1,460.08,115.02,4,1.0,31.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,248,7,True,False,False,False,False,False,False,True,1
387,2,227.62,56.9,4,1.0,29.69,0,1,0,1,0,0,0,0.09,0,1,0,1,1,1084,1,False,False,False,False,False,False,False,True,3
12,1,29.65,29.65,1,1.0,32.95,0,0,0,0,1,1,0,0.11,0,1,1,1,0,12,7,False,False,False,False,False,False,False,True,1
387,3,341.43,113.81,13,4.0,29.83,1,0,0,0,0,1,0,0.27,1,0,0,1,1,617,240,False,False,False,False,False,True,False,False,0
387,1,26.95,26.95,1,1.0,26.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,541,387,False,False,False,False,False,False,False,True,2
92,5,684.29,68.43,13,1.0,27.45,0,1,0,0,1,1,0,0.23,1,1,1,1,1,751,2,False,False,False,False,False,False,False,True,4
209,1,219.87,73.29,3,1.0,24.43,0,0,0,0,1,0,1,0.0,0,0,0,0,1,209,103,False,False,False,False,False,False,False,True,2
8,1,62.91,62.91,2,2.0,34.95,0,0,0,0,1,1,0,0.11,0,1,1,0,0,8,6,False,False,False,False,False,False,False,True,1
387,3,147.12,36.78,4,1.0,25.97,0,1,0,0,0,0,0,0.09,1,0,0,1,1,934,275,False,False,False,False,False,False,False,True,3
90,2,529.28,105.86,8,2.0,32.35,0,0,0,0,1,1,0,0.18,1,1,1,1,1,123,14,False,False,False,False,False,False,False,True,1
257,1,23.35,23.35,1,1.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,257,20,False,False,False,False,False,False,False,True,1
387,2,148.67000000000002,49.56,3,1.0,33.67,0,1,0,0,0,0,0,0.16,0,1,0,1,1,550,2,False,False,False,False,False,False,False,True,3
387,1,78.18,78.18,3,3.0,28.45,0,0,0,1,0,1,0,0.09,0,1,0,1,1,636,80,False,False,False,False,False,False,False,True,3
387,1,36.95,36.95,1,1.0,36.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,648,21,False,False,False,False,False,False,False,True,2
387,1,24.95,24.95,1,1.0,24.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,992,387,False,False,False,False,False,False,False,True,2
160,1,159.99,53.33,3,1.0,22.22,0,0,1,0,0,1,0,0.25,0,0,0,1,1,203,41,False,False,False,False,False,False,False,True,1
4,1,97.04,97.04,4,4.0,26.95,0,0,0,0,1,1,0,0.11,0,2,0,0,1,4,2,False,False,False,False,False,False,False,True,1
387,1,36.95,36.95,1,1.0,36.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,609,205,False,False,False,False,False,False,False,True,2
387,1,96.76,96.76,3,3.0,33.95,0,0,0,1,0,1,0,0.05,0,2,0,0,1,510,1,False,False,False,False,False,False,False,True,3
387,3,101.85,33.95,4,1.0,28.99,0,1,0,0,0,1,0,0.21,1,1,0,1,1,861,2,False,False,False,False,False,False,False,True,3
247,1,82.62,41.31,2,1.0,22.95,0,0,0,0,1,1,0,0.11,0,0,0,0,1,260,41,False,False,False,True,False,False,False,True,1
387,2,141.75,47.25,3,1.0,29.28,0,0,0,1,0,0,1,0.0,0,2,0,0,1,611,194,False,False,False,False,False,False,False,True,2
387,2,644.46,128.89,9,2.0,30.24,0,1,0,0,0,1,0,0.09,1,0,0,1,1,760,387,False,False,False,False,False,False,False,True,3
387,2,139.75,46.58,3,1.0,28.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,631,252,False,False,False,False,True,False,False,True,2
256,1,35.95,35.95,1,1.0,39.95,0,0,0,0,1,1,0,0.11,0,0,0,0,1,256,41,False,False,False,False,False,True,False,False,1
387,2,183.09,61.03,4,1.0,29.8,0,0,0,1,0,0,0,0.1,0,0,0,1,1,603,387,False,False,False,False,False,False,False,True,3
387,1,69.9,69.9,2,2.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,563,253,False,False,False,False,False,False,False,True,2
86,1,26.05,26.05,1,1.0,28.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,101,1,False,False,False,False,False,False,False,True,1
373,1,533.67,177.89,7,2.0,28.28,0,0,0,0,1,1,0,0.11,0,0,0,1,1,374,80,False,False,False,False,False,False,False,True,1
387,4,110.81,27.7,4,1.0,28.32,1,1,0,1,0,0,0,0.09,1,0,0,1,1,711,387,False,False,False,False,False,False,False,True,3
387,1,28.95,28.95,1,1.0,28.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,890,254,True,False,False,False,False,False,False,True,2
231,2,405.58,101.4,5,1.0,48.75,0,0,1,1,0,1,0,0.11,0,1,1,1,1,573,204,False,False,False,True,False,False,False,True,1
311,3,99.45,33.15,3,1.0,34.28,0,1,0,0,1,0,0,0.11,0,1,1,1,1,380,2,False,False,False,False,False,False,False,True,1
56,1,71.82,71.82,1,1.0,79.81,0,0,0,0,1,1,0,0.11,0,1,1,0,1,56,29,False,False,False,False,False,False,False,True,1
387,2,258.35,51.67,5,1.0,19.55,0,1,0,0,0,0,1,0.0,1,1,0,1,1,790,18,False,False,False,False,False,False,False,True,2
387,1,272.8,68.2,4,1.0,20.94,0,0,0,1,0,1,0,0.23,0,1,0,1,1,454,39,False,False,False,False,False,False,False,True,3
387,2,202.86,50.72,4,1.0,30.6,0,1,0,0,0,1,0,0.21,0,2,0,0,1,727,387,False,False,False,False,False,False,False,True,3
108,1,23.52,23.52,1,1.0,30.95,0,0,0,0,1,1,0,0.32,0,1,1,0,1,108,-3,False,False,False,False,False,False,False,True,1
387,2,191.46,63.82,5,2.0,27.95,0,0,0,1,0,0,0,0.05,1,1,0,0,1,823,-4,False,False,False,False,False,False,False,True,3
62,1,69.48,34.74,2,1.0,17.37,0,0,0,0,1,0,1,0.0,0,2,0,0,1,62,25,False,False,False,True,False,False,False,True,2
83,2,272.15,90.72,6,2.0,28.95,0,0,0,0,1,1,0,0.18,1,1,1,1,1,88,35,False,False,False,False,False,False,False,True,1
292,1,223.68,74.56,3,1.0,27.62,0,0,0,0,1,1,0,0.11,0,1,1,0,1,292,41,False,False,False,False,False,False,False,True,1
387,1,32.95,32.95,1,1.0,32.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,952,213,False,False,False,False,False,False,False,True,2
189,1,29.95,29.95,1,1.0,29.95,0,0,0,0,1,0,1,0.0,0,0,0,0,1,189,162,False,False,False,False,False,False,False,True,2
387,1,33.26,33.26,1,1.0,36.65,0,0,0,1,0,1,0,0.1,0,0,0,0,1,605,387,False,False,False,False,False,False,False,True,3
387,1,234.54,78.18,3,1.0,28.45,0,0,0,1,0,1,0,0.09,0,0,0,1,1,844,254,False,False,False,False,False,False,False,True,3
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,610,387,False,False,False,False,False,False,False,True,2
387,4,225.75,56.44,9,2.0,25.95,0,0,0,1,0,0,0,0.05,0,2,0,1,1,924,26,False,False,False,False,False,False,False,True,3
225,1,38.95,38.95,1,1.0,38.95,0,0,1,0,0,0,1,0.0,0,2,0,0,1,225,160,False,False,False,False,False,False,False,True,2
377,1,28.01,28.01,1,1.0,32.54,0,1,0,0,0,1,0,0.16,0,0,0,1,1,391,6,False,False,False,False,False,False,False,True,3
377,1,162.52,162.52,5,5.0,34.95,0,0,0,0,0,1,0,0.08,0,2,0,1,1,397,1,False,False,False,False,False,False,False,True,3
146,1,38.95,38.95,1,1.0,38.95,0,0,1,0,0,0,1,0.0,0,2,0,0,1,146,120,False,False,False,False,False,False,False,True,2
261,1,812.04,135.34,6,1.0,25.06,0,0,0,0,1,1,0,0.11,0,0,0,1,1,262,41,False,False,False,False,False,False,False,True,1
387,2,247.54,61.89,4,1.0,33.02,0,1,0,0,0,0,0,0.15,1,0,0,0,1,669,387,False,False,False,False,False,False,False,True,3
89,1,21.57,21.57,1,1.0,23.97,0,0,0,0,1,1,0,0.11,0,1,1,0,1,89,41,False,False,False,False,False,False,False,True,1
214,1,143.64,71.82,4,2.0,19.95,0,0,1,0,0,1,0,0.11,0,1,1,0,1,214,41,False,False,False,False,False,False,False,True,1
387,1,28.95,28.95,1,1.0,28.95,0,1,0,0,0,0,1,0.0,0,0,0,1,1,981,387,True,False,False,False,False,False,False,True,2
377,1,751.04,187.76,10,2.0,21.5,0,1,0,0,0,1,0,0.19,0,1,0,1,1,491,-4,False,False,False,False,False,False,False,True,3
279,1,32.95,32.95,1,1.0,32.95,0,0,0,0,1,0,1,0.0,0,1,1,1,1,279,38,False,False,False,False,False,False,False,True,2
387,1,6.95,6.95,1,1.0,6.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,770,252,False,False,False,False,False,False,False,True,2
387,1,27.95,27.95,1,1.0,27.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,633,231,False,False,False,False,False,False,False,True,2
387,1,33.95,33.95,1,1.0,33.95,0,0,0,1,0,0,1,0.0,0,0,0,0,1,611,387,False,False,False,False,False,False,False,True,2
377,1,32.95,32.95,1,1.0,32.95,0,0,0,1,0,0,1,0.0,0,2,0,0,1,404,32,False,False,False,False,False,False,False,True,2
330,1,140.22,70.11,2,1.0,38.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,330,41,False,False,False,False,False,False,False,True,1
319,1,38.95,38.95,1,1.0,38.95,0,0,0,0,1,0,1,0.0,0,0,0,1,1,319,228,False,False,False,False,False,False,False,True,2
377,1,291.03000000000003,97.01,5,2.0,22.76,0,0,0,1,0,0,1,0.0,0,2,0,0,1,389,22,False,False,False,False,False,False,False,True,2
98,1,25.8,25.8,1,1.0,33.95,0,0,0,0,1,1,0,0.32,0,2,0,0,1,98,28,False,False,False,False,False,False,False,True,1
98,2,280.36,70.09,5,1.0,31.18,0,1,0,0,1,1,0,0.11,0,1,1,0,1,828,12,False,False,False,False,False,False,False,True,1
257,1,26.95,26.95,1,1.0,29.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,466,41,True,False,False,False,False,False,False,True,1
38,2,79.96000000000001,39.98,3,2.0,28.84,0,1,0,0,1,1,0,0.11,0,1,0,1,1,520,12,False,False,False,False,False,False,False,True,1
208,1,125.42,62.71,2,1.0,31.35,0,0,0,0,1,0,1,0.0,0,0,0,0,1,208,108,False,False,False,False,False,False,False,True,2
181,1,220.98,73.66,3,1.0,27.28,0,0,0,0,1,1,0,0.11,0,0,0,1,1,189,41,False,False,False,False,False,False,False,True,1
375,2,69.9,34.95,2,1.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,494,213,False,False,False,False,False,False,False,True,2
279,1,88.23,88.23,3,3.0,30.95,0,0,0,0,1,1,0,0.05,0,0,0,1,1,279,208,False,False,False,False,False,False,False,True,1
387,1,149.8,74.9,3,2.0,26.45,0,1,0,0,0,1,0,0.05,0,2,0,0,1,602,387,False,False,False,False,False,False,False,True,3
105,1,53.26,53.26,3,3.0,25.95,0,0,0,0,1,1,0,0.46,0,2,0,1,1,105,2,False,False,False,False,False,False,False,True,1
220,1,63.6,31.8,2,1.0,17.67,0,0,0,0,1,1,0,0.11,0,1,1,0,1,220,41,False,False,False,False,False,False,False,True,1
387,2,163.73,81.86,6,3.0,29.19,0,1,0,0,0,0,0,0.09,0,0,0,1,1,624,180,False,False,False,False,False,False,False,True,3
387,2,1118.02,186.34,15,2.0,23.96,0,1,0,0,0,1,0,0.18,1,0,0,1,1,1089,387,False,False,False,False,True,False,False,True,4
387,1,407.28,135.76,6,2.0,27.82,0,1,0,0,0,1,0,0.23,0,0,0,1,1,486,150,False,False,False,False,False,False,False,True,3
387,1,32.95,32.95,1,1.0,32.95,0,1,0,0,0,0,1,0.0,0,2,0,0,1,585,253,False,False,False,False,False,False,False,True,2
193,2,203.06,50.76,4,1.0,29.7,0,0,1,0,0,1,0,0.25,0,0,0,1,1,227,40,False,False,False,False,False,False,False,True,1
246,1,30.55,30.55,1,1.0,33.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,246,41,False,False,False,False,False,False,False,True,1
161,1,315.72,157.86,6,3.0,30.95,0,0,1,0,0,1,0,0.18,0,2,0,0,1,161,133,False,False,False,False,False,False,False,True,1
46,1,23.35,23.35,1,1.0,25.95,0,0,0,0,1,1,0,0.11,0,1,1,1,1,54,20,False,False,False,False,False,False,False,True,1
367,1,186.15,62.05,3,1.0,25.62,0,0,0,0,1,1,0,0.24,0,1,0,1,1,396,1,False,False,False,False,False,False,False,True,1
387,1,26.95,26.95,1,1.0,26.95,0,1,0,0,0,0,1,0.0,0,0,0,0,1,649,230,False,False,False,False,False,False,False,True,2
387,2,258.02,64.5,4,1.0,33.81,0,1,0,0,0,0,0,0.1,1,0,0,1,1,604,41,False,False,False,False,False,False,False,True,3
13,3,130.01,43.34,4,1.0,34.95,0,0,0,0,1,0,0,0.16,1,2,0,1,1,314,-3,False,False,False,False,False,False,False,True,1
387,1,36.95,36.95,1,1.0,36.95,0,0,0,1,0,0,1,0.0,0,0,0,0,1,613,387,False,False,False,False,False,False,False,True,2
387,1,33.95,33.95,1,1.0,33.95,0,1,0,0,0,0,1,0.0,0,0,0,0,0,612,387,False,False,False,False,False,False,False,True,2
160,2,139.09,46.36,3,1.0,34.28,0,0,0,0,1,1,0,0.25,0,2,0,1,1,232,134,False,False,False,False,False,False,False,True,1
353,1,29.95,29.95,1,1.0,29.95,0,0,0,0,1,0,1,0.0,0,0,0,1,1,353,321,False,False,False,False,False,False,False,True,2
387,3,290.28,96.76,9,3.0,33.95,0,1,0,0,0,1,0,0.05,0,0,0,0,1,660,387,False,False,False,False,False,False,False,True,3
230,3,1041.66,130.21,17,2.0,25.82,0,1,0,0,1,1,0,0.23,0,0,0,1,1,809,208,False,False,False,False,False,False,False,True,4
74,3,394.36,78.87,8,2.0,31.35,0,0,0,1,1,1,0,0.25,0,2,0,1,1,692,-1,False,False,False,False,False,False,False,True,4
159,1,106.02,53.01,2,1.0,29.45,0,0,0,0,1,1,0,0.11,0,0,0,1,1,159,41,False,False,False,False,False,False,False,True,1
387,1,33.95,33.95,1,1.0,33.95,0,0,0,1,0,0,1,0.0,0,0,0,0,1,610,387,False,False,False,False,False,False,False,True,2
377,1,34.95,34.95,1,1.0,34.95,0,1,0,0,0,0,1,0.0,0,2,0,1,1,418,29,False,False,False,False,False,False,False,True,2
39,1,295.44,147.72,7,4.0,26.45,0,0,1,0,0,1,0,0.25,0,2,0,1,1,39,2,False,False,False,False,False,False,False,True,1
350,1,29.65,29.65,1,1.0,32.95,0,0,0,0,1,1,0,0.11,0,0,0,1,1,350,41,False,False,False,False,False,False,False,True,1
163,2,412.2000000000001,82.44,6,1.0,31.59,0,1,0,0,1,1,0,0.25,1,1,0,1,1,434,1,False,False,False,False,False,False,False,True,4
225,1,35.05,35.05,1,1.0,38.95,0,0,0,0,1,1,0,0.11,0,1,1,0,1,225,41,False,False,False,False,False,False,False,True,1
387,2,225.42,112.71,7,4.0,34.8,0,1,0,0,0,1,0,0.1,1,1,0,0,1,517,253,False,False,False,False,False,False,False,True,3
215,1,278.6,139.3,5,2.0,29.95,0,0,0,0,1,1,0,0.08,0,2,0,0,0,215,189,False,False,False,False,False,False,False,True,1
387,1,28.75,28.75,1,1.0,31.39,0,1,0,0,0,1,0,0.09,0,1,0,1,1,677,387,False,False,False,False,False,False,False,True,3
387,3,245.42,81.81,9,3.0,31.28,0,1,0,0,0,0,0,0.09,1,0,0,1,1,833,209,False,False,False,False,False,False,False,True,4
